algorithm,size,scenario,iteration,time_ms
quick_med3,10000,sorted_99,32,2.2625
quick_med3,10000,sorted_99,33,0.7381
quick_med3,10000,sorted_99,34,0.8657
quick_med3,10000,sorted_99,35,1.1607
quick_med3,10000,sorted_99,36,0.9468
quick_med3,10000,sorted_99,37,0.7135
quick_med3,10000,sorted_99,38,1.0734
quick_med3,10000,sorted_99,39,0.5937
quick_med3,10000,sorted_99,40,0.7861
quick_med3,10000,sorted_99,41,0.8016
quick_med3,10000,sorted_99,42,2.5386
quick_med3,10000,sorted_99,43,0.5994
quick_med3,10000,sorted_99,44,0.5475
quick_med3,10000,sorted_99,45,0.472
quick_med3,10000,sorted_99,46,0.5834
quick_med3,10000,sorted_99,47,0.5443
quick_med3,10000,sorted_99,48,0.8168
quick_med3,10000,sorted_99,49,0.5159
quick_med3,10000,sorted_99,50,0.7201
quick_med3,10000,sorted_99,51,0.5804
quick_med3,10000,sorted_99,52,0.9955
quick_med3,10000,sorted_99,53,0.5644
quick_med3,10000,sorted_99,54,0.5586
quick_med3,10000,sorted_99,55,0.513
quick_med3,10000,sorted_99,56,0.7862
quick_med3,10000,sorted_99,57,0.7581
quick_med3,10000,sorted_99,58,0.6382
quick_med3,10000,sorted_99,59,0.6561
quick_med3,10000,sorted_99,60,0.5736
quick_med3,10000,sorted_99,61,0.7147
quick_med3,10000,sorted_99,62,0.7363
quick_med3,10000,sorted_99,63,0.7923
quick_med3,10000,sorted_99,64,0.6523
quick_med3,10000,sorted_99,65,2.9781
quick_med3,10000,sorted_99,66,1.083
quick_med3,10000,sorted_99,67,1.925
quick_med3,10000,sorted_99,68,0.7141
quick_med3,10000,sorted_99,69,1.3105
quick_med3,10000,sorted_99,70,1.3659
quick_med3,10000,sorted_99,71,0.7069
quick_med3,10000,sorted_99,72,0.591
quick_med3,10000,sorted_99,73,0.8207
quick_med3,10000,sorted_99,74,1.1158
quick_med3,10000,sorted_99,75,1.0865
quick_med3,10000,sorted_99,76,0.6828
quick_med3,10000,sorted_99,77,0.6511
quick_med3,10000,sorted_99,78,0.6577
quick_med3,10000,sorted_99,79,0.613
quick_med3,10000,sorted_99,80,0.9555
quick_med3,10000,sorted_99,81,2.0722
quick_med3,10000,sorted_99,82,0.7965
quick_med3,10000,sorted_99,83,0.6506
quick_med3,10000,sorted_99,84,0.585
quick_med3,10000,sorted_99,85,0.5313
quick_med3,10000,sorted_99,86,0.7665
quick_med3,10000,sorted_99,87,1.1551
quick_med3,10000,sorted_99,88,0.989
quick_med3,10000,sorted_99,89,0.9358
quick_med3,10000,sorted_99,90,2.1009
quick_med3,10000,sorted_99,91,0.6883
quick_med3,10000,sorted_99,92,0.9713
quick_med3,10000,sorted_99,93,0.9208
quick_med3,10000,sorted_99,94,0.964
quick_med3,10000,sorted_99,95,0.8875
quick_med3,10000,sorted_99,96,0.9916
quick_med3,10000,sorted_99,97,0.5057
quick_med3,10000,sorted_99,98,0.7846
quick_med3,10000,sorted_99,99,0.6329
intro,10000,sorted_99,0,0.7129
intro,10000,sorted_99,1,0.6789
intro,10000,sorted_99,2,0.6282
intro,10000,sorted_99,3,0.6741
intro,10000,sorted_99,4,0.6414
intro,10000,sorted_99,5,0.6173
intro,10000,sorted_99,6,0.7703
intro,10000,sorted_99,7,0.65
intro,10000,sorted_99,8,0.599
intro,10000,sorted_99,9,0.6659
intro,10000,sorted_99,10,0.7113
intro,10000,sorted_99,11,0.629
intro,10000,sorted_99,12,0.6384
intro,10000,sorted_99,13,0.592
intro,10000,sorted_99,14,0.6477
intro,10000,sorted_99,15,0.6693
intro,10000,sorted_99,16,0.6661
intro,10000,sorted_99,17,0.5991
intro,10000,sorted_99,18,0.7375
intro,10000,sorted_99,19,0.613
intro,10000,sorted_99,20,0.5723
intro,10000,sorted_99,21,0.5978
intro,10000,sorted_99,22,0.5376
intro,10000,sorted_99,23,0.7892
intro,10000,sorted_99,24,0.5974
intro,10000,sorted_99,25,0.581
intro,10000,sorted_99,26,0.5359
intro,10000,sorted_99,27,0.6621
intro,10000,sorted_99,28,0.6725
intro,10000,sorted_99,29,0.7362
intro,10000,sorted_99,30,0.7808
intro,10000,sorted_99,31,0.6443
intro,10000,sorted_99,32,0.7236
intro,10000,sorted_99,33,0.62
intro,10000,sorted_99,34,0.6362
intro,10000,sorted_99,35,0.6542
intro,10000,sorted_99,36,0.6243
intro,10000,sorted_99,37,0.5741
intro,10000,sorted_99,38,0.8283
intro,10000,sorted_99,39,0.5894
intro,10000,sorted_99,40,0.8549
intro,10000,sorted_99,41,0.6423
intro,10000,sorted_99,42,0.7022
intro,10000,sorted_99,43,0.5857
intro,10000,sorted_99,44,0.5824
intro,10000,sorted_99,45,0.5397
intro,10000,sorted_99,46,0.6165
intro,10000,sorted_99,47,0.5699
intro,10000,sorted_99,48,0.8015
intro,10000,sorted_99,49,0.5565
intro,10000,sorted_99,50,0.5995
intro,10000,sorted_99,51,0.5379
intro,10000,sorted_99,52,0.6475
intro,10000,sorted_99,53,0.5717
intro,10000,sorted_99,54,0.5711
intro,10000,sorted_99,55,0.5833
intro,10000,sorted_99,56,0.5799
intro,10000,sorted_99,57,0.8239
intro,10000,sorted_99,58,0.579
intro,10000,sorted_99,59,0.5593
intro,10000,sorted_99,60,0.5722
intro,10000,sorted_99,61,0.6211
intro,10000,sorted_99,62,0.6418
intro,10000,sorted_99,63,0.7583
intro,10000,sorted_99,64,0.6286
intro,10000,sorted_99,65,1.0731
intro,10000,sorted_99,66,0.8971
intro,10000,sorted_99,67,0.686
intro,10000,sorted_99,68,0.602
intro,10000,sorted_99,69,0.6642
intro,10000,sorted_99,70,0.6575
intro,10000,sorted_99,71,0.6342
intro,10000,sorted_99,72,0.5536
intro,10000,sorted_99,73,0.9313
intro,10000,sorted_99,74,0.5915
intro,10000,sorted_99,75,0.6154
intro,10000,sorted_99,76,0.5939
intro,10000,sorted_99,77,0.5704
intro,10000,sorted_99,78,0.5939
intro,10000,sorted_99,79,0.5982
intro,10000,sorted_99,80,0.6199
intro,10000,sorted_99,81,0.996
intro,10000,sorted_99,82,0.6106
intro,10000,sorted_99,83,0.6051
intro,10000,sorted_99,84,0.5776
intro,10000,sorted_99,85,0.5744
intro,10000,sorted_99,86,0.618
intro,10000,sorted_99,87,0.6267
intro,10000,sorted_99,88,0.6828
intro,10000,sorted_99,89,0.576
intro,10000,sorted_99,90,0.8495
intro,10000,sorted_99,91,0.5961
intro,10000,sorted_99,92,0.5872
intro,10000,sorted_99,93,0.6251
intro,10000,sorted_99,94,0.6511
intro,10000,sorted_99,95,0.675
intro,10000,sorted_99,96,0.6359
intro,10000,sorted_99,97,0.5576
intro,10000,sorted_99,98,0.6983
intro,10000,sorted_99,99,0.5887
merge,10000,sorted_99_7,0,0.1934
merge,10000,sorted_99_7,1,0.1732
merge,10000,sorted_99_7,2,0.1727
merge,10000,sorted_99_7,3,0.1761
merge,10000,sorted_99_7,4,0.1727
merge,10000,sorted_99_7,5,0.1725
merge,10000,sorted_99_7,6,0.1725
merge,10000,sorted_99_7,7,0.1727
merge,10000,sorted_99_7,8,0.1757
merge,10000,sorted_99_7,9,0.1724
merge,10000,sorted_99_7,10,0.1729
merge,10000,sorted_99_7,11,0.1722
merge,10000,sorted_99_7,12,0.1727
merge,10000,sorted_99_7,13,0.1725
merge,10000,sorted_99_7,14,0.1753
merge,10000,sorted_99_7,15,0.1728
merge,10000,sorted_99_7,16,0.1721
merge,10000,sorted_99_7,17,0.1726
merge,10000,sorted_99_7,18,0.1728
merge,10000,sorted_99_7,19,0.1771
merge,10000,sorted_99_7,20,0.1997
merge,10000,sorted_99_7,21,0.1724
merge,10000,sorted_99_7,22,0.1725
merge,10000,sorted_99_7,23,0.1726
merge,10000,sorted_99_7,24,0.1724
merge,10000,sorted_99_7,25,0.1729
merge,10000,sorted_99_7,26,0.1726
merge,10000,sorted_99_7,27,0.2599
merge,10000,sorted_99_7,28,0.2389
merge,10000,sorted_99_7,29,0.173
merge,10000,sorted_99_7,30,0.1721
merge,10000,sorted_99_7,31,0.1723
merge,10000,sorted_99_7,32,0.172
merge,10000,sorted_99_7,33,0.1762
merge,10000,sorted_99_7,34,0.172
merge,10000,sorted_99_7,35,0.1722
merge,10000,sorted_99_7,36,0.1719
merge,10000,sorted_99_7,37,0.1724
merge,10000,sorted_99_7,38,0.1747
merge,10000,sorted_99_7,39,0.1723
merge,10000,sorted_99_7,40,0.1727
merge,10000,sorted_99_7,41,0.1724
merge,10000,sorted_99_7,42,0.1723
merge,10000,sorted_99_7,43,0.1722
merge,10000,sorted_99_7,44,0.1745
merge,10000,sorted_99_7,45,0.1719
merge,10000,sorted_99_7,46,0.1722
merge,10000,sorted_99_7,47,0.1717
merge,10000,sorted_99_7,48,0.172
merge,10000,sorted_99_7,49,0.2982
merge,10000,sorted_99_7,50,0.1881
merge,10000,sorted_99_7,51,0.1723
merge,10000,sorted_99_7,52,0.1723
merge,10000,sorted_99_7,53,0.1726
merge,10000,sorted_99_7,54,0.172
merge,10000,sorted_99_7,55,0.2274
merge,10000,sorted_99_7,56,0.314
merge,10000,sorted_99_7,57,0.1731
merge,10000,sorted_99_7,58,0.1722
merge,10000,sorted_99_7,59,0.1724
merge,10000,sorted_99_7,60,0.1724
merge,10000,sorted_99_7,61,0.1753
merge,10000,sorted_99_7,62,0.1724
merge,10000,sorted_99_7,63,0.1724
merge,10000,sorted_99_7,64,0.1722
merge,10000,sorted_99_7,65,0.1721
merge,10000,sorted_99_7,66,0.1723
merge,10000,sorted_99_7,67,0.1746
merge,10000,sorted_99_7,68,0.1727
merge,10000,sorted_99_7,69,0.1721
merge,10000,sorted_99_7,70,0.1717
merge,10000,sorted_99_7,71,0.1722
merge,10000,sorted_99_7,72,0.1755
merge,10000,sorted_99_7,73,0.1723
merge,10000,sorted_99_7,74,0.1723
merge,10000,sorted_99_7,75,0.1718
merge,10000,sorted_99_7,76,0.172
merge,10000,sorted_99_7,77,0.1723
merge,10000,sorted_99_7,78,0.2702
merge,10000,sorted_99_7,79,0.1856
merge,10000,sorted_99_7,80,0.1724
merge,10000,sorted_99_7,81,0.1727
merge,10000,sorted_99_7,82,0.1725
merge,10000,sorted_99_7,83,0.1721
merge,10000,sorted_99_7,84,0.1729
merge,10000,sorted_99_7,85,0.2551
merge,10000,sorted_99_7,86,0.2094
merge,10000,sorted_99_7,87,0.1728
merge,10000,sorted_99_7,88,0.1732
merge,10000,sorted_99_7,89,0.1723
merge,10000,sorted_99_7,90,0.1724
merge,10000,sorted_99_7,91,0.176
merge,10000,sorted_99_7,92,0.1726
merge,10000,sorted_99_7,93,0.1723
merge,10000,sorted_99_7,94,0.1723
merge,10000,sorted_99_7,95,0.1726
merge,10000,sorted_99_7,96,0.1755
merge,10000,sorted_99_7,97,0.1723
merge,10000,sorted_99_7,98,0.1728
merge,10000,sorted_99_7,99,0.1728
quick_med3,10000,sorted_99_7,0,4.0256
quick_med3,10000,sorted_99_7,1,1.5832
quick_med3,10000,sorted_99_7,2,3.8428
quick_med3,10000,sorted_99_7,3,1.4761
quick_med3,10000,sorted_99_7,4,4.2738
quick_med3,10000,sorted_99_7,5,2.3243
quick_med3,10000,sorted_99_7,6,1.3271
quick_med3,10000,sorted_99_7,7,1.8891
quick_med3,10000,sorted_99_7,8,1.68
quick_med3,10000,sorted_99_7,9,2.7301
quick_med3,10000,sorted_99_7,10,1.6928
quick_med3,10000,sorted_99_7,11,1.9156
quick_med3,10000,sorted_99_7,12,3.4316
quick_med3,10000,sorted_99_7,13,1.2701
quick_med3,10000,sorted_99_7,14,1.8735
quick_med3,10000,sorted_99_7,15,1.5302
quick_med3,10000,sorted_99_7,16,1.6694
quick_med3,10000,sorted_99_7,17,1.2333
quick_med3,10000,sorted_99_7,18,1.7533
quick_med3,10000,sorted_99_7,19,1.9493
quick_med3,10000,sorted_99_7,20,1.2206
quick_med3,10000,sorted_99_7,21,3.8793
quick_med3,10000,sorted_99_7,22,3.9887
quick_med3,10000,sorted_99_7,23,2.9574
quick_med3,10000,sorted_99_7,24,1.4568
quick_med3,10000,sorted_99_7,25,2.234
quick_med3,10000,sorted_99_7,26,1.2752
quick_med3,10000,sorted_99_7,27,2.3251
quick_med3,10000,sorted_99_7,28,5.6061
quick_med3,10000,sorted_99_7,29,4.6751
quick_med3,10000,sorted_99_7,30,2.4443
quick_med3,10000,sorted_99_7,31,1.8402
quick_med3,10000,sorted_99_7,32,1.8086
quick_med3,10000,sorted_99_7,33,2.5531
quick_med3,10000,sorted_99_7,34,1.8333
quick_med3,10000,sorted_99_7,35,1.6126
quick_med3,10000,sorted_99_7,36,2.2774
quick_med3,10000,sorted_99_7,37,2.5949
quick_med3,10000,sorted_99_7,38,2.3339
quick_med3,10000,sorted_99_7,39,1.7701
quick_med3,10000,sorted_99_7,40,2.3541
quick_med3,10000,sorted_99_7,41,1.5954
quick_med3,10000,sorted_99_7,42,1.9683
quick_med3,10000,sorted_99_7,43,2.0866
quick_med3,10000,sorted_99_7,44,1.7413
quick_med3,10000,sorted_99_7,45,1.5706
quick_med3,10000,sorted_99_7,46,3.1241
quick_med3,10000,sorted_99_7,47,2.602
quick_med3,10000,sorted_99_7,48,1.886
quick_med3,10000,sorted_99_7,49,1.2407
quick_med3,10000,sorted_99_7,50,1.5541
quick_med3,10000,sorted_99_7,51,1.7463
quick_med3,10000,sorted_99_7,52,3.1184
quick_med3,10000,sorted_99_7,53,3.7671
quick_med3,10000,sorted_99_7,54,1.655
quick_med3,10000,sorted_99_7,55,1.514
quick_med3,10000,sorted_99_7,56,3.5425
quick_med3,10000,sorted_99_7,57,2.2463
quick_med3,10000,sorted_99_7,58,2.9613
quick_med3,10000,sorted_99_7,59,1.3983
quick_med3,10000,sorted_99_7,60,1.8158
quick_med3,10000,sorted_99_7,61,9.1577
quick_med3,10000,sorted_99_7,62,6.7528
quick_med3,10000,sorted_99_7,63,1.2753
quick_med3,10000,sorted_99_7,64,1.5821
quick_med3,10000,sorted_99_7,65,1.9695
quick_med3,10000,sorted_99_7,66,4.6508
quick_med3,10000,sorted_99_7,67,1.3616
quick_med3,10000,sorted_99_7,68,1.8635
quick_med3,10000,sorted_99_7,69,1.5654
quick_med3,10000,sorted_99_7,70,2.1767
quick_med3,10000,sorted_99_7,71,3.576
quick_med3,10000,sorted_99_7,72,3.4318
quick_med3,10000,sorted_99_7,73,1.7124
quick_med3,10000,sorted_99_7,74,1.366
quick_med3,10000,sorted_99_7,75,4.9902
quick_med3,10000,sorted_99_7,76,3.9058
quick_med3,10000,sorted_99_7,77,5.5945
quick_med3,10000,sorted_99_7,78,2.647
quick_med3,10000,sorted_99_7,79,1.9696
quick_med3,10000,sorted_99_7,80,2.5834
quick_med3,10000,sorted_99_7,81,5.0057
quick_med3,10000,sorted_99_7,82,1.7115
quick_med3,10000,sorted_99_7,83,6.8
quick_med3,10000,sorted_99_7,84,2.031
quick_med3,10000,sorted_99_7,85,1.7146
quick_med3,10000,sorted_99_7,86,1.1705
quick_med3,10000,sorted_99_7,87,1.9085
quick_med3,10000,sorted_99_7,88,2.5542
quick_med3,10000,sorted_99_7,89,6.5252
quick_med3,10000,sorted_99_7,90,5.2245
quick_med3,10000,sorted_99_7,91,2.6794
quick_med3,10000,sorted_99_7,92,2.7658
quick_med3,10000,sorted_99_7,93,4.0282
quick_med3,10000,sorted_99_7,94,2.6917
quick_med3,10000,sorted_99_7,95,3.4744
quick_med3,10000,sorted_99_7,96,1.2784
quick_med3,10000,sorted_99_7,97,2.8983
quick_med3,10000,sorted_99_7,98,6.7218
quick_med3,10000,sorted_99_7,99,6.8753
intro,10000,sorted_99_7,0,0.6923
intro,10000,sorted_99_7,1,1.056
intro,10000,sorted_99_7,2,0.6789
intro,10000,sorted_99_7,3,0.6857
intro,10000,sorted_99_7,4,0.6687
intro,10000,sorted_99_7,5,0.6756
intro,10000,sorted_99_7,6,0.6422
intro,10000,sorted_99_7,7,0.7026
intro,10000,sorted_99_7,8,0.6375
intro,10000,sorted_99_7,9,0.7857
intro,10000,sorted_99_7,10,0.7232
intro,10000,sorted_99_7,11,0.6855
intro,10000,sorted_99_7,12,0.7653
intro,10000,sorted_99_7,13,0.6887
intro,10000,sorted_99_7,14,0.6666
intro,10000,sorted_99_7,15,0.6381
intro,10000,sorted_99_7,16,0.8595
intro,10000,sorted_99_7,17,0.665
intro,10000,sorted_99_7,18,0.6229
intro,10000,sorted_99_7,19,0.6606
intro,10000,sorted_99_7,20,0.6372
intro,10000,sorted_99_7,21,0.6824
intro,10000,sorted_99_7,22,0.71
intro,10000,sorted_99_7,23,0.6715
intro,10000,sorted_99_7,24,0.882
intro,10000,sorted_99_7,25,0.6917
intro,10000,sorted_99_7,26,0.5945
intro,10000,sorted_99_7,27,0.6234
intro,10000,sorted_99_7,28,0.7056
intro,10000,sorted_99_7,29,0.6951
intro,10000,sorted_99_7,30,0.6631
intro,10000,sorted_99_7,31,0.634
intro,10000,sorted_99_7,32,0.8594
intro,10000,sorted_99_7,33,0.6576
intro,10000,sorted_99_7,34,0.6133
intro,10000,sorted_99_7,35,0.7596
intro,10000,sorted_99_7,36,0.6597
intro,10000,sorted_99_7,37,0.6374
intro,10000,sorted_99_7,38,0.6904
intro,10000,sorted_99_7,39,0.6966
intro,10000,sorted_99_7,40,0.879
intro,10000,sorted_99_7,41,0.6739
intro,10000,sorted_99_7,42,0.659
intro,10000,sorted_99_7,43,0.6477
intro,10000,sorted_99_7,44,0.6397
intro,10000,sorted_99_7,45,0.6574
intro,10000,sorted_99_7,46,0.7097
intro,10000,sorted_99_7,47,0.6557
intro,10000,sorted_99_7,48,0.797
intro,10000,sorted_99_7,49,0.6464
intro,10000,sorted_99_7,50,0.6398
intro,10000,sorted_99_7,51,0.6044
intro,10000,sorted_99_7,52,0.6125
intro,10000,sorted_99_7,53,0.645
intro,10000,sorted_99_7,54,0.6499
intro,10000,sorted_99_7,55,0.6151
intro,10000,sorted_99_7,56,0.9288
intro,10000,sorted_99_7,57,0.7868
intro,10000,sorted_99_7,58,0.6547
intro,10000,sorted_99_7,59,0.6714
intro,10000,sorted_99_7,60,0.6763
intro,10000,sorted_99_7,61,0.671
intro,10000,sorted_99_7,62,0.7162
intro,10000,sorted_99_7,63,0.7105
intro,10000,sorted_99_7,64,0.6912
intro,10000,sorted_99_7,65,0.6698
intro,10000,sorted_99_7,66,0.7216
intro,10000,sorted_99_7,67,0.6286
intro,10000,sorted_99_7,68,0.6506
intro,10000,sorted_99_7,69,0.6259
intro,10000,sorted_99_7,70,0.6551
intro,10000,sorted_99_7,71,0.7885
intro,10000,sorted_99_7,72,0.6912
intro,10000,sorted_99_7,73,0.6468
intro,10000,sorted_99_7,74,0.6502
intro,10000,sorted_99_7,75,0.6702
intro,10000,sorted_99_7,76,0.6877
intro,10000,sorted_99_7,77,0.6772
intro,10000,sorted_99_7,78,0.7156
intro,10000,sorted_99_7,79,0.849
intro,10000,sorted_99_7,80,0.6917
intro,10000,sorted_99_7,81,0.7066
intro,10000,sorted_99_7,82,0.6663
intro,10000,sorted_99_7,83,0.7111
intro,10000,sorted_99_7,84,0.6456
intro,10000,sorted_99_7,85,0.6728
intro,10000,sorted_99_7,86,0.6402
intro,10000,sorted_99_7,87,0.7806
intro,10000,sorted_99_7,88,0.6723
intro,10000,sorted_99_7,89,0.6934
intro,10000,sorted_99_7,90,0.6748
intro,10000,sorted_99_7,91,0.6422
intro,10000,sorted_99_7,92,0.6814
intro,10000,sorted_99_7,93,0.7268
intro,10000,sorted_99_7,94,0.5499
intro,10000,sorted_99_7,95,0.7449
intro,10000,sorted_99_7,96,0.6235
intro,10000,sorted_99_7,97,0.6287
intro,10000,sorted_99_7,98,0.6885
intro,10000,sorted_99_7,99,0.7095
merge,10000,reverse,0,0.1846
merge,10000,reverse,1,0.1711
merge,10000,reverse,2,0.1933
merge,10000,reverse,3,0.1655
merge,10000,reverse,4,0.1658
merge,10000,reverse,5,0.1656
merge,10000,reverse,6,0.1657
merge,10000,reverse,7,0.1657
merge,10000,reverse,8,0.166
merge,10000,reverse,9,0.2339
merge,10000,reverse,10,0.2319
merge,10000,reverse,11,0.1659
merge,10000,reverse,12,0.1661
merge,10000,reverse,13,0.1659
merge,10000,reverse,14,0.166
merge,10000,reverse,15,0.1687
merge,10000,reverse,16,0.1658
merge,10000,reverse,17,0.166
merge,10000,reverse,18,0.1657
merge,10000,reverse,19,0.1659
merge,10000,reverse,20,0.1691
merge,10000,reverse,21,0.166
merge,10000,reverse,22,0.1659
merge,10000,reverse,23,0.1658
merge,10000,reverse,24,0.1659
merge,10000,reverse,25,0.1661
merge,10000,reverse,26,0.1686
merge,10000,reverse,27,0.1662
merge,10000,reverse,28,0.1658
merge,10000,reverse,29,0.1663
merge,10000,reverse,30,0.1657
merge,10000,reverse,31,0.1658
merge,10000,reverse,32,0.1703
merge,10000,reverse,33,0.193
merge,10000,reverse,34,0.1657
merge,10000,reverse,35,0.1663
merge,10000,reverse,36,0.1655
merge,10000,reverse,37,0.1652
merge,10000,reverse,38,0.1658
merge,10000,reverse,39,0.1652
merge,10000,reverse,40,0.2711
merge,10000,reverse,41,0.1946
merge,10000,reverse,42,0.1654
merge,10000,reverse,43,0.1661
merge,10000,reverse,44,0.1659
merge,10000,reverse,45,0.1654
merge,10000,reverse,46,0.1684
merge,10000,reverse,47,0.1654
merge,10000,reverse,48,0.1656
merge,10000,reverse,49,0.1658
merge,10000,reverse,50,0.1658
merge,10000,reverse,51,0.1678
merge,10000,reverse,52,0.1656
merge,10000,reverse,53,0.1658
merge,10000,reverse,54,0.1653
merge,10000,reverse,55,0.1654
merge,10000,reverse,56,0.1652
merge,10000,reverse,57,0.1812
merge,10000,reverse,58,0.1653
merge,10000,reverse,59,0.1658
merge,10000,reverse,60,0.1659
merge,10000,reverse,61,0.1653
merge,10000,reverse,62,0.1653
merge,10000,reverse,63,0.3771
merge,10000,reverse,64,0.1665
merge,10000,reverse,65,0.1656
merge,10000,reverse,66,0.1656
merge,10000,reverse,67,0.1658
merge,10000,reverse,68,0.1656
merge,10000,reverse,69,0.2866
merge,10000,reverse,70,0.2296
merge,10000,reverse,71,0.1661
merge,10000,reverse,72,0.1659
merge,10000,reverse,73,0.1658
merge,10000,reverse,74,0.1658
merge,10000,reverse,75,0.1689
merge,10000,reverse,76,0.1662
merge,10000,reverse,77,0.1658
merge,10000,reverse,78,0.1659
merge,10000,reverse,79,0.1656
merge,10000,reverse,80,0.1659
merge,10000,reverse,81,0.1684
merge,10000,reverse,82,0.1658
merge,10000,reverse,83,0.1657
merge,10000,reverse,84,0.1658
merge,10000,reverse,85,0.1655
merge,10000,reverse,86,0.1684
merge,10000,reverse,87,0.1655
merge,10000,reverse,88,0.166
merge,10000,reverse,89,0.166
merge,10000,reverse,90,0.1655
merge,10000,reverse,91,0.1656
merge,10000,reverse,92,0.1689
merge,10000,reverse,93,0.195
merge,10000,reverse,94,0.166
merge,10000,reverse,95,0.1658
merge,10000,reverse,96,0.1659
merge,10000,reverse,97,0.1662
merge,10000,reverse,98,0.1684
merge,10000,reverse,99,0.1658
quick_med3,10000,reverse,0,0.231
quick_med3,10000,reverse,1,0.2255
quick_med3,10000,reverse,2,0.2254
quick_med3,10000,reverse,3,0.2312
quick_med3,10000,reverse,4,0.2298
quick_med3,10000,reverse,5,0.2239
quick_med3,10000,reverse,6,0.2249
quick_med3,10000,reverse,7,0.2321
quick_med3,10000,reverse,8,0.2257
quick_med3,10000,reverse,9,0.2269
quick_med3,10000,reverse,10,0.2269
quick_med3,10000,reverse,11,0.227
quick_med3,10000,reverse,12,0.2252
quick_med3,10000,reverse,13,0.2273
quick_med3,10000,reverse,14,0.2266
quick_med3,10000,reverse,15,0.2269
quick_med3,10000,reverse,16,0.245
quick_med3,10000,reverse,17,0.2258
quick_med3,10000,reverse,18,0.2265
quick_med3,10000,reverse,19,0.228
quick_med3,10000,reverse,20,0.2263
quick_med3,10000,reverse,21,0.2255
quick_med3,10000,reverse,22,0.3631
quick_med3,10000,reverse,23,0.2253
quick_med3,10000,reverse,24,0.226
quick_med3,10000,reverse,25,0.2266
quick_med3,10000,reverse,26,0.2276
quick_med3,10000,reverse,27,0.2248
quick_med3,10000,reverse,28,0.2242
quick_med3,10000,reverse,29,0.2239
quick_med3,10000,reverse,30,0.241
quick_med3,10000,reverse,31,0.2262
quick_med3,10000,reverse,32,0.2264
quick_med3,10000,reverse,33,0.2258
quick_med3,10000,reverse,34,0.2736
quick_med3,10000,reverse,35,0.2417
quick_med3,10000,reverse,36,0.2277
quick_med3,10000,reverse,37,0.2276
quick_med3,10000,reverse,38,0.2317
quick_med3,10000,reverse,39,0.2267
quick_med3,10000,reverse,40,0.2272
quick_med3,10000,reverse,41,0.2271
quick_med3,10000,reverse,42,0.2329
quick_med3,10000,reverse,43,0.2982
quick_med3,10000,reverse,44,0.3727
quick_med3,10000,reverse,45,0.2255
quick_med3,10000,reverse,46,0.2258
quick_med3,10000,reverse,47,0.2252
quick_med3,10000,reverse,48,0.2289
quick_med3,10000,reverse,49,0.2268
quick_med3,10000,reverse,50,0.2263
quick_med3,10000,reverse,51,0.2263
quick_med3,10000,reverse,52,0.2275
quick_med3,10000,reverse,53,0.2257
quick_med3,10000,reverse,54,0.2266
quick_med3,10000,reverse,55,0.2261
quick_med3,10000,reverse,56,0.2254
quick_med3,10000,reverse,57,0.227
quick_med3,10000,reverse,58,0.2264
quick_med3,10000,reverse,59,0.2266
quick_med3,10000,reverse,60,0.2264
quick_med3,10000,reverse,61,0.2295
quick_med3,10000,reverse,62,0.2529
quick_med3,10000,reverse,63,0.2265
quick_med3,10000,reverse,64,0.2263
quick_med3,10000,reverse,65,0.2254
quick_med3,10000,reverse,66,0.2256
quick_med3,10000,reverse,67,0.387
quick_med3,10000,reverse,68,0.2251
quick_med3,10000,reverse,69,0.2251
quick_med3,10000,reverse,70,0.2271
quick_med3,10000,reverse,71,0.2279
quick_med3,10000,reverse,72,0.2268
quick_med3,10000,reverse,73,0.226
quick_med3,10000,reverse,74,0.2264
quick_med3,10000,reverse,75,0.2282
quick_med3,10000,reverse,76,0.2261
quick_med3,10000,reverse,77,0.2263
quick_med3,10000,reverse,78,0.226
quick_med3,10000,reverse,79,0.226
quick_med3,10000,reverse,80,0.2267
quick_med3,10000,reverse,81,0.2254
quick_med3,10000,reverse,82,0.2263
quick_med3,10000,reverse,83,0.2277
quick_med3,10000,reverse,84,0.244
quick_med3,10000,reverse,85,0.2252
quick_med3,10000,reverse,86,0.2261
quick_med3,10000,reverse,87,0.2254
quick_med3,10000,reverse,88,0.2272
quick_med3,10000,reverse,89,0.225
quick_med3,10000,reverse,90,0.3647
quick_med3,10000,reverse,91,0.226
quick_med3,10000,reverse,92,0.2275
quick_med3,10000,reverse,93,0.2265
quick_med3,10000,reverse,94,0.2276
quick_med3,10000,reverse,95,0.2264
quick_med3,10000,reverse,96,0.2252
quick_med3,10000,reverse,97,0.2265
quick_med3,10000,reverse,98,0.3624
quick_med3,10000,reverse,99,0.2553
intro,10000,reverse,0,0.238
intro,10000,reverse,1,0.2282
intro,10000,reverse,2,0.2293
intro,10000,reverse,3,0.2283
intro,10000,reverse,4,0.2274
intro,10000,reverse,5,0.2307
intro,10000,reverse,6,0.227
intro,10000,reverse,7,0.2294
intro,10000,reverse,8,0.228
intro,10000,reverse,9,0.3047
intro,10000,reverse,10,0.226
intro,10000,reverse,11,0.351
intro,10000,reverse,12,0.2254
intro,10000,reverse,13,0.2252
intro,10000,reverse,14,0.2253
intro,10000,reverse,15,0.2277
intro,10000,reverse,16,0.2249
intro,10000,reverse,17,0.2256
intro,10000,reverse,18,0.2254
intro,10000,reverse,19,0.2272
intro,10000,reverse,20,0.2246
